Tweet,Aspek,Sentiment_Score,Sentiment
mienya panas,jenis cuaca ekstrem,0,Netral
war wer wor kai bikin panas dingin,jenis cuaca ekstrem,0,Netral
cynthia sang ibu kini duduk gabung sama si suami anak meja makan makan panas perang dingin jadi sejak beberapa jam belakang papa kira kamu udah gak sama edward el tanya joshua angkat bicara sembari pijat pelipis sendiri,jenis cuaca ekstrem,0,Netral
ga peluk panas dingin tuh cute banget,jenis cuaca ekstrem,0,Netral
daerah hegar belakang gerlam yg jual minta air panas ga buat bsk pagipagi mau nyeduh mie kelas,jenis cuaca ekstrem,0,Netral
hahahahaha haritu gi wedding kat bang panas just nice walaupun terik kat lis ni pakej angin panas sekali tu yg rasa macam duduk oven,jenis cuaca ekstrem,0,Netral
natty kemarin ajak warung sunda gak mau kata panas sun nya,jenis cuaca ekstrem,0,Netral
gilaaa kamar kost panas banget parah,jenis cuaca ekstrem,0,Netral
dah macam 2 shade darker dah sejak cuaca panas ni,jenis cuaca ekstrem,0,Netral
japan infra lovers lupa kalo indonesia negara tropis gak semua jepang cocok terap sini walkway atap jpo atap gak cocok jepang musim panas 3 bulan aja indonesia srengenge sinar tiap hari kalo gak hujan panas panas banget,jenis cuaca ekstrem,0,Netral
salonpas apa panas gitu nyari begini soal koyo cabe kek ga asa,jenis cuaca ekstrem,0,Netral
astaga panas banget njirrr,jenis cuaca ekstrem,0,Netral
kalo banyak aktivitas panas gapapa nder coba cek gula darah puskesmas klinik,jenis cuaca ekstrem,0,Netral
merhatiin ribut jpo kurang orang perhatiin konteks iklim lokal jepang jponya ga pake atap cuaca sana lebih ekstrim tahan angin panas salju dingin jadi material cepet rusak kalo jakarta panas terik hujan badai,jenis cuaca ekstrem,0,Netral
pulang kerja badan rek bgt panas badan hati pikirian mandi air dingin nyalain kipas rebah denger lagu opick brrrrrrrr,jenis cuaca ekstrem,0,Netral
nang depan lect mixed feelings stress penat panas sakit kepala hias khemah balik waktu juri datang kena mental,jenis cuaca ekstrem,0,Netral
wkwkwkkw gbk kalo dah jam 9 atas panas nampol,jenis cuaca ekstrem,0,Netral
kwan beneran dah panas hati cepat selca dong manisss,jenis cuaca ekstrem,0,Netral
semarang panas bgt ngentot,jenis cuaca ekstrem,0,Netral
pasuk harihari lempar lempar bola panas sama auditor,jenis cuaca ekstrem,0,Netral
1 lauk kadang 2 lauk lunch dinner kitorang makan tak rajin nyah 2 3 kali masak masuk dapurr lagi musim panas kt utara nii lambertt lahhh,jenis cuaca ekstrem,0,Netral
dah lelap tadi panas n nyamuk jaga balik,jenis cuaca ekstrem,0,Netral
keluar kamar sama dalam kamar lansung beda hawa asli panas bgt bgt bgt,jenis cuaca ekstrem,0,Netral
kalah hias khemah baris rumah sukan botol air jatuh atas jalan raya waktu bawak motor literally jalan raya yg sesak mampus botol air pecah uturn ambik botol air semua traffic light kuning merah panas rabbi hm memang cukup loser harini,jenis cuaca ekstrem,0,Netral
es biar engga panas hati,jenis cuaca ekstrem,0,Netral
panas nya wei rasa cam gi tidur kereta ac rumah ada ac rumah sape ac tumpang,jenis cuaca ekstrem,0,Netral
panas tak pa jangan koyak,jenis cuaca ekstrem,0,Netral
iya max soal bahrain panas banget alias beneran nyantuy apa kek mana sih duo prema nih,jenis cuaca ekstrem,0,Netral
moga orangorang lu fitnah mau maaf lu kalo ga dimaafin moga dosa fitnah lu lu tempat neraka panas,jenis cuaca ekstrem,0,Netral
dingin panas bikin jd ky org,jenis cuaca ekstrem,0,Netral
moga tak kena jaga gerai allah jauh mana hala tempat panas terik plak,jenis cuaca ekstrem,0,Netral
banyak titik panas,jenis cuaca ekstrem,0,Netral
hujan tp ko panas yaahh,jenis cuaca ekstrem,0,Netral
rasa macam ingin pakai jam analog cuaca panas sekarang pakai jam malas,jenis cuaca ekstrem,0,Netral
ngegultik mata panas ggr lu netsiraphop jamessuw,jenis cuaca ekstrem,0,Netral
tahan panas,jenis cuaca ekstrem,0,Netral
sampe panas dingin tauuu rumah is out now,jenis cuaca ekstrem,0,Netral
wey ape ni panas mampos tidur basah macam dah mandi ni,jenis cuaca ekstrem,0,Netral
panas dingin masa,jenis cuaca ekstrem,0,Netral
mules degdegan panas dingin komplittt rumah is out now,jenis cuaca ekstrem,0,Netral
kalo skrng panas jg brarti aneh daerah km,jenis cuaca ekstrem,0,Netral
baru masuk masa pulih sakit demam overall flu berat sejak sampe rumah cikeas badan dadak panas flu makin parah lalu tepar 2 hari gak ngapa2in untung udah mending sekarang,jenis cuaca ekstrem,0,Netral
moga kasus makin viral jadi top trending gus jadi topik panas berlarut2 isu kau buat alih isu politik panas,jenis cuaca ekstrem,0,Netral
buat panas panas,jenis cuaca ekstrem,0,Netral
buat suka parfum manis please cobain sih wangi tahan 6 jam indoor jenis parfum edp kalau dipake luar pake panas panas stay kurang lebih 4 jam an,jenis cuaca ekstrem,0,Netral
bot suruh pasu lu hapus semua rep goblok lu iya tau lu tau kalo hair powder tetep ngejokes gin ga lucu tol lu mau hapus postingan sekarang rajam lu pake batu panas bareng pasu burung ababil hapus tot minta maaf,jenis cuaca ekstrem,0,Netral
panas bangett,jenis cuaca ekstrem,0,Netral
owen sggup cancel g game tennis sbb anak demam panas tp plak rse brsalah sgt2,jenis cuaca ekstrem,0,Netral
makin panas nyalain sendiri,jenis cuaca ekstrem,0,Netral
akuuuuuuuu panas dingin,jenis cuaca ekstrem,0,Netral
breaking segala indikasi lucas vzquez kontrak habis musim panas 2024 tawar panjang kontrak durasi satu tahun real madrid tawar panjang kontrak juni 2025 vzquez,jenis cuaca ekstrem,0,Netral
niat manchester united tuju sepakat newcastle buat ashworth mulai peran musim panas,jenis cuaca ekstrem,0,Netral
panas nya,jenis cuaca ekstrem,0,Netral
udh serah lho klo mau protes soal pragi aplgi yg lgi hot news serah bintang 4 utk ah udah pokok udh capek komen sebenernya panas postingan lama pak anies om tom kung y bahkan akun dukung 03 kena hate wordnya si agung 02,jenis cuaca ekstrem,0,Netral
peluang nyata raphal varane tinggal manchester united main bebas transfer musim panas,jenis cuaca ekstrem,0,Netral
member panas,jenis cuaca ekstrem,0,Netral
pendek dulu otak panas buat mikir,jenis cuaca ekstrem,0,Netral
panas betul ek malam ni,jenis cuaca ekstrem,0,Netral
semua beku ak goreng minyak panas jd rada item,jenis cuaca ekstrem,0,Netral
udah tau mg kenal sama muggles topik speak up gitu jadi sasar empuk haters buat manas manasin kalau liat jelas akun muggle ignore aja si haters ga gubris repqrt dibales biar makin panas,jenis cuaca ekstrem,0,Netral
e soal muka kalo kena panas langsung merah jd kudu ss,jenis cuaca ekstrem,0,Netral
sini mang panas jungsu malem we panas,jenis cuaca ekstrem,0,Netral
bangsat tangan panas bgt,jenis cuaca ekstrem,0,Netral
sedap waktu panas je,jenis cuaca ekstrem,0,Netral
sana musim panas cuman 3 bulan aja bandingin sama jpo singapore dong,jenis cuaca ekstrem,0,Netral
kalau bantal panas bantal didih,jenis cuaca ekstrem,0,Netral
balik bgt sama jogja yg biasa panas udara skg hujan dinginnn,jenis cuaca ekstrem,0,Netral
ken minum cokelat panas,jenis cuaca ekstrem,0,Netral
kau masuk je panas panas kena tinggal,jenis cuaca ekstrem,0,Netral
lu doain lu malam bantal lu panas mimpi d kejr megalodonpantat kelp kelip heran dy yg tanya dy yg cepu,jenis cuaca ekstrem,0,Netral
kalo hidung udah mulai panas tanda mau keluar cair warna merah,jenis cuaca ekstrem,0,Netral
last week cuti 4 hari balik kampung kalau balik kedah memang hari kena shampoo rambut panas mampos malas la hair moisturiser kali shampoo so hari 3 tu skip moisturiser rambut gugur teruk bila skip moisturiser,jenis cuaca ekstrem,0,Netral
yhhh memang cu sini mah panas bener,jenis cuaca ekstrem,0,Netral
allah adegan panas taynew lewat muluuu gak tidur ac sedingin aja bikin gerah njirrr,jenis cuaca ekstrem,0,Netral
pulang malam hari kerja shower air panas solusi segar,jenis cuaca ekstrem,0,Netral
china china china ahox china china china mau apa lu hah suka suka lah mau ngomong china apa panas lu fir,jenis cuaca ekstrem,0,Netral
gelap kasih lampu mikir kasih solusi pfft knp bawa2 almamater panas,jenis cuaca ekstrem,0,Netral
gak panas natlan pake baju segitu banyak layer,jenis cuaca ekstrem,0,Netral
allah cuaca nya panas muka merah nyah cam oing2,jenis cuaca ekstrem,0,Netral
siang panas dingin bukan siang aja emg sering kayak gin perlu konsultasi dokter soal sering bgt kayak gin gak nyaman buat,jenis cuaca ekstrem,0,Netral
surga kamu duniawi kamu mati yg ku mau cuma sama kamu surga kamu dunia penuh kamu bikin mesra tubuh panas hati dingin aduh aduh,jenis cuaca ekstrem,0,Netral
begitu hidup simpan pulun sangka panas panjang rupanyanya gerimis tiba kalau takdir bukan rezeki takdir duga redha aje ye moga baik2,jenis cuaca ekstrem,0,Netral
udah dm min dong panas gelap bgt jadinyaaaaah,jenis cuaca ekstrem,0,Netral
panas nyoooo allahurabbi sero nok tidur blei lany doh nihh,jenis cuaca ekstrem,0,Netral
malam udara panas banget,jenis cuaca ekstrem,0,Netral
all is well tahu baso reda panas dalam mase,jenis cuaca ekstrem,0,Netral
rewatch fancam sendiri malu malu sendiri pipi panas,jenis cuaca ekstrem,0,Netral
panas masuk kulkas,jenis cuaca ekstrem,0,Netral
ntah lah aja tiap hari diributin ampe bingun lg warr apa kagak tau tp panas aja tl,jenis cuaca ekstrem,0,Netral
njir stadion cendrawasih dong deket rumah kalo maen sana pas musim panas rambut auto merah kelar maen buat kiper siap2 besot dah tanahnye keras,jenis cuaca ekstrem,0,Netral
panas kaan bebb,jenis cuaca ekstrem,0,Netral
lololo buka gapapaa yank klo panas,jenis cuaca ekstrem,0,Netral
akuuuuu buat stream tiktok offstream rata kanan 3jam baru panas bener bener high fps 60 kalo pas stream ubah medium high fps kadang 45 kadang 60 biar gak lag patah patah streamnya good deal device range harga yg oke,jenis cuaca ekstrem,0,Netral
tambah toge siram kuah rawon yg panas uuuuuhhh jadi ken rawon,jenis cuaca ekstrem,0,Netral
panas gerah lumayan lah soal tutup atas nya parkir mah allah bener bener sedih bgt dah kaya nya cukup sekali kalo konser tempat skip deh,jenis cuaca ekstrem,0,Netral
panas bangeettt depan kipas asa sembur naga,jenis cuaca ekstrem,0,Netral
panas gin,jenis cuaca ekstrem,0,Netral
baru pernah prp 1x waktu liat bgt hasil hbis prp makan pecel lele pinggir jalan coy diliatin orang muka merah panas,jenis cuaca ekstrem,0,Netral
suka bikin hawa panas,jenis cuaca ekstrem,0,Netral
baekhyun tiap perform un village tu rasa banget sexy nya pinter bikin venue jadi panas bara nyanyi bareng woah,jenis cuaca ekstrem,0,Netral
gak nder anti minum obat karna emang udh pengaruh hormon jdi biar apa ada malah klu nyeri mens jg cuma andelin kompres air rada panas aja perut,jenis cuaca ekstrem,0,Netral
neduh dulu nunggu ga panas,jenis cuaca ekstrem,0,Netral
badan panas otak tenaga tdo la esok nk gerak pkul 430 pagi,jenis cuaca ekstrem,0,Netral
aja udah ujan beberapa hari kalo musim panas apa ga langsung berendem air,jenis cuaca ekstrem,0,Netral
lambe panas bgt kaya bakar,jenis cuaca ekstrem,0,Netral
freshcare hot kaga bikin panas tubuh malah bikin dingin beberapa menit pakai,jenis cuaca ekstrem,0,Netral
terapi alat mama panas bgt kek bakar tau ni tumbang baru kali hampir pingsan ojol,jenis cuaca ekstrem,0,Netral
udah jadi anak gunung ga biasa sama kipas ac nginep tangerang majalengka panas harus pake kipas ac langsung masuk angin toilet mulu,jenis cuaca ekstrem,0,Netral
risau tiny bumps merah merah kat muka hilang tak tahu la panas entah lah mat mak ngah raya ni ha jangan buat,jenis cuaca ekstrem,0,Netral
bekas panas matahari 7,jenis cuaca ekstrem,0,Netral
mcm mana la walaun tahan next pru hahahahaha hari makin panas,jenis cuaca ekstrem,0,Netral
pikir udah ngawang ngantuk mau ambil air dingin yg pencet malah air panas mau cuci muka bukan ambil sabun muka malah odol balik,jenis cuaca ekstrem,0,Netral
perlu bantu gak si clara siap guyur pakai aer panas nih,jenis cuaca ekstrem,0,Netral
biar makin lokal nikmat panas nya indonesia,jenis cuaca ekstrem,0,Netral
benar betul gak orang prefer bayar bulan2 cam coway 2019 bayar jela bulan2 memang minum air sejuk hari2 air panas je cam sial tak panas sakit perut minum tehkopi air tak panas betul,jenis cuaca ekstrem,0,Netral
orang kristen aneh umat islam haram anjing buat peluk islam agama panas padah non muslim monggo kalo mau makan anjing puas,jenis cuaca ekstrem,0,Netral
nikmat panas nya indonesia wkwkwkw,jenis cuaca ekstrem,0,Netral
lalu kau jadi hujan musim panas terpanjaaaaang,jenis cuaca ekstrem,0,Netral
ancrit nyoba nyoba filter titok doang aja panas hp,jenis cuaca ekstrem,0,Netral
gimn gak panas gas gas semua mahal besok jgn nang bila dapur gak berasaplistrik mahalbbm mahalkecualu koruptor,jenis cuaca ekstrem,0,Netral
indoor ber ac gatahan panas ken bagi venue yg luar buat foto2 lucu,jenis cuaca ekstrem,0,Netral
punya la real musim bahang ni air shower hangat macam mandi air panas waktu syampu rambut,jenis cuaca ekstrem,0,Netral
panas bgt ak mw marah marh rsnya,jenis cuaca ekstrem,0,Netral
si heru nyiapin bansos u pilpres putar ke2 yg goodie bagnya warna telor asin sekali cari dukung penguasacukong buat next pilgub dki masalah banjiregp dl joget gemoy azzaaa,jenis cuaca ekstrem,0,Netral
kok mingkem jakarta banjirmalu emang punya malu gitu,jenis cuaca ekstrem,0,Netral
wakakaka kirain beras mahal karna tani kena banjirgagal panen tenyata karna 02 menang padahal lantik blm loh kasi pilih kalah makanya penuh butuh primer dulu jangan malah butuh yg ga penting diduluin jangan gengsi sama idup ahh,jenis cuaca ekstrem,0,Netral
ngomong wakil sekjen demokrat anies baik tangan banjir jakarta jaman heru budi makin parah,jenis cuaca ekstrem,0,Netral
macam akhir mau disudutin kekmana rumput jis lihat banyak orang sambat soal ga tim tanggap waktu banjir rasa orang orang jadi wislah buah reminder baik memang kerja yg benar dulu ndak usah pancing sama,jenis cuaca ekstrem,0,Netral
jalan rusak pasca hujan deras banjir aspal jalan jadi kelupas entah proses birokrasi baik jalan belit kalaupun cepat menang tender kerja asal2an problem pemda mana,jenis cuaca ekstrem,0,Netral
wasekjen demokrat aku anies baik tangan banjir jakarta zaman heru makin parah,jenis cuaca ekstrem,0,Netral
typonya hebat banget moga hujan tp ga banjir owo9,jenis cuaca ekstrem,0,Netral
rejeki dapet link bagus banjir scatter,jenis cuaca ekstrem,0,Netral
memang sengaja kondisi banjir jadi pasti jakarta ibu kota memang layak kemudian jadi alas lebih baik pindah ikn bentuk persepsi perkosa fakta,jenis cuaca ekstrem,0,Netral
bagus tindak tinggal cari solusi aja nih gimana biar gak banjir good job,jenis cuaca ekstrem,0,Netral
ngetik tweet ada stress airmata banjir mana geli sendiri nang abis abis coba kalian bayangin lipan pertama kali lebih baik tercepot cepot ngeluarin kecoa bad lipansumpah gakan lupa,jenis cuaca ekstrem,0,Netral
jadi biasa nih laku rutinitas bulan td sm jg ikut yg bm makan sama nasi kandar banjirbanjir pan kapan km cobain deh nasi kandar yg viral noted jgn makan sambel nya yah,jenis cuaca ekstrem,0,Netral
jakarta banjir jakarta buah kampung besar bangun serampang infrastructure tampa indah kan amdal andal,jenis cuaca ekstrem,0,Netral
wasekjen demokrat sebut anies baswedan baik tangan banjir jakarta zaman heru budi makin parah fair,jenis cuaca ekstrem,0,Netral
ehh dulu masalah bobotol sama semua semarang fans apa cuma eb beberapa tribun utara kalau semua semarang fans masuk pb hlgn 32 brrti bodoh pdhl dua ikut aksi evakuasi bobotol waktu smg kmrn jelas yg away kmrn chant,tanggapan pemerintah atau masyarakat,0,Netral
la diri lu sendiri pukul rata anying lu kmrn dengerin kan semua chant semarang fans chant pbamphlgn32 nah yg ribut sama encib eb justru banyak korlap pb bantuin evakuasi keluar sok playing victim lu barudak cilok,tanggapan pemerintah atau masyarakat,0,Netral
bayangin orang orang yg kerumun tkp bukan cuma mo nontoninbantuin evakuasi lg nunggu gilir,tanggapan pemerintah atau masyarakat,0,Netral
tnipolri hadir manusia peran negeri sigap personel tnipolri dlm bantu evakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabung turut bersih sisa timbun tanah tutup jalan,tanggapan pemerintah atau masyarakat,0,Netral
sangat segera evakuasi tempat yg aman,tanggapan pemerintah atau masyarakat,0,Netral
selamat malam railmin koordinasi unit kait dinformasikan tugas damkar stasiun mojokerto sedang bantu proses evakuasi imbas ka commuter line dhoho 419 tertemper orang lintas tarikmojokerto railmin imbau selalu hatihati,tanggapan pemerintah atau masyarakat,0,Netral
kamis 29 februari 2024 1714 wib siap 112 kota mojokerto terima lapor minta ambulans kel gunung gedang kec magersari evakuasi orang warga sehat turun lapor ditindaklanjuti tugas psc 119 kota mojokerto,tanggapan pemerintah atau masyarakat,0,Netral
potret sigap personel tnipolri bantu evakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabung turut bersih sisa timbun tanah tutup akses jalan,tanggapan pemerintah atau masyarakat,0,Netral
potret sigap personel tnipolri bantu evakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabung turut bersih sisa timbun tanah tutup akses jalan,tanggapan pemerintah atau masyarakat,0,Netral
ahaha sisa an jaga barangbarang milik negara beratus2 juta mm an freddy rela tidur tempat angkat jenazah tandu evakuasi korban raka bocil dapat tidur velbed tidur atas perahu,tanggapan pemerintah atau masyarakat,0,Netral
emosi malah bawa tahun 2005 sembilan belas tahun silam fikri 2005 tak sengaja temu tulis jalur evakuasi pulang sama fikri 2024 temu jalan pulang,tanggapan pemerintah atau masyarakat,0,Netral
iya tdi sempat lihat ga sempat foto kepala kecantol bagi bawah kereta besi besi gitu makanya sptnya evakuasi susah trs akhir polisi udah dateng lancar evakuasi,tanggapan pemerintah atau masyarakat,0,Netral
intruksi kapolres morowali segera bantu warga evakuasi kendara puncak gesa,tanggapan pemerintah atau masyarakat,0,Netral
tnipolri hadir manusia peran negeri potret sigap personel tnipolri bantu evakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabung turut bersih sisa timbun tanah,tanggapan pemerintah atau masyarakat,0,Netral
i do nyalain alarm rumah sakit semua isi rumah sakit evakuasi untung g tahu kalau tahu ditangkep tabrak motor mesti tahan krna sangka ambil d kantor polisi untung ayah sabar luas samudra awokwowkowk,tanggapan pemerintah atau masyarakat,0,Netral
