full_text,username,created_at
cuaca skrg ni mmg panas ek nk tidur malam pon kene mndi 23 kali pnyer peluh mcm bru lps joging,farahinnsirat,Thu Feb 29 17:57:51 +0000 2024
teckatsura oil glass anti panas berkualitas measuring glass 350ml garansi zywbs4t,hillsnbluu,Thu Feb 29 17:56:09 +0000 2024
masalalu nya dicabut tiba2 tahun diberikan mungkin panas,blackcat_sp_op,Thu Feb 29 17:56:06 +0000 2024
wkwkkwkw gguk anjing semua kejadian waktu tempat komen aje ye sie bangg panas,dffcklng,Thu Feb 29 17:55:56 +0000 2024
nk off ac tp aleena panas yg dah kesejukan,amare_XIII,Thu Feb 29 17:55:43 +0000 2024
sedih doh tidur ac panas selsema pulak so terpaksa tidur ac baik punya pasal,djrendery,Thu Feb 29 17:55:31 +0000 2024
lengan 2 hr pegel bgt gakuat trs bwli hot cream strong yg paling panas hotnya kek kebakar satu lengann,kurawkura,Thu Feb 29 17:54:52 +0000 2024
tak tidur panas,HazrienHiedayah,Thu Feb 29 17:54:40 +0000 2024
gah panas,gwangshinee,Thu Feb 29 17:54:22 +0000 2024
panas gak kak,chocolattenana,Thu Feb 29 17:54:16 +0000 2024
yg niat jahat insap lu padaaaaaaa lu kira api neraka kek mata air panas sari ater hah astagfirullohhhh,nongpingkan,Thu Feb 29 17:53:50 +0000 2024
lah tadi situ ngerti ngga panas bumi apa,GeorgeWasintown,Thu Feb 29 17:53:36 +0000 2024
yeee masa pergi kl hari tu siap rondaronda walking around kl under the sun at 124pm i was like tak panas kl and im from,ieja_zaza131,Thu Feb 29 17:53:19 +0000 2024
waduhh kalau kayak gitu sihh panasnya berkalikali lipat liat senyum sama aja panas lah gandengan langsung kebakar dehh,ahyenon,Thu Feb 29 17:52:54 +0000 2024
panas macet banjir,overthingqueen,Thu Feb 29 17:52:29 +0000 2024
kata vivi klo lg kesel sm orang jgn curhat jd air yg adem gajadi panas,lovimarkx,Thu Feb 29 17:52:12 +0000 2024
serembann panas oi,kitaraoff,Thu Feb 29 17:52:03 +0000 2024
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,Franz25W,Thu Feb 29 17:51:34 +0000 2024
serius ga tambah mual tp perut panas kalo,bukanakunmen,Thu Feb 29 17:51:01 +0000 2024
kesiannya aleesya demam badan panas and malam ni je dah kali muntah muntah kali kena tukar cadar and baju tidur siap minta maaf no not your fault aleesya get well soon and annoy me again please,dlittlediaries,Thu Feb 29 17:50:16 +0000 2024
03 alasan kepanasan ngantri tj jg mengada krn tj ngabti panjang terjadi jak pulang kerja yg waktu nya sore hari ga panas jam 5 sore klo dibilang panas elo terlalu lama diruangan ber ac,gahana5150,Thu Feb 29 17:50:02 +0000 2024
prioritas liverpool musim panas 2024 perkuat lini pertahanan,Bolanet,Thu Feb 29 17:49:33 +0000 2024
ga baik begadang nnti kesehatan tubuh menurun jaga kesehatann apalg skrg hujanpanas ga psti,papallepalle,Thu Feb 29 17:49:19 +0000 2024
bisabisanya smrg panas kentang kentang,menantukayaraya,Thu Feb 29 17:47:57 +0000 2024
punya jaket begini pake jaket kain biasa mau panas terikpun jabanin pake jaket parasut soalnya kalau pulang kerja angin malem tu udh gabisa ketolong sama kain biasa,kittyrina_411,Thu Feb 29 17:47:50 +0000 2024
bangun gt ngelamun gt toko gt baking baking baking sampe kaki gemeter panas punggung potel pinggang gt pulang gt nangis gt tidur gt repeat,vrwln,Thu Feb 29 17:47:36 +0000 2024
jam 11 malem aja udah mengeluh panas siap2 besok siang,earthtopaw,Thu Feb 29 17:47:30 +0000 2024
panas terux malaysia,ammars4team,Thu Feb 29 17:47:18 +0000 2024
bagaimana kondisinya skrg btw tipe brp tipe x 70 aja baru dipake sebentar udh panas kyk abis dipanggang,chachabump,Thu Feb 29 17:46:51 +0000 2024
1 sudirman pohon ga selalu bs menghalangi panas matahari pohon trotoar ga sprt hutan matahari bergerak misal lg disisi trotoarnya lg kena sinar apa iya elu mau nyebrang kesisi yg sinar mataharinya terhalang pohon pdhl beda tujuan,gahana5150,Thu Feb 29 17:46:03 +0000 2024
rutinitas malam pas abay tidur makankasi makan mbul bulcuci botolnyupirganti air panas abaydan tidur,dhiahSW,Thu Feb 29 17:45:07 +0000 2024
2014 suasananya rindang panas pekat debur ombak mengiringi riuh suara anakanak kecil tengah berlari pantai dito sendiri keluarga kecil tengah piknik menikmati suasana kamis tengah musim kemarau,suareminisensi,Thu Feb 29 17:44:54 +0000 2024
bali sebenarnya tak best panas mampus tu sangat tak selesa kalau ko jenis cepat berkeringat kencing mahal syaiton toilet roboh kena bayar rm150 ambil gambar kena beratur bawah panas terik spot2 cantik utk ambil gambar semua kena charge wtf,iqbalsamah,Thu Feb 29 17:44:18 +0000 2024
pengin ngopi ga air panas terus pie,LUmpI4N0smG_8_8,Thu Feb 29 17:43:53 +0000 2024
abis makan rendam kolam air panas,NediSetiadi,Thu Feb 29 17:43:36 +0000 2024
panas dinginnya berasa sih kak,3clover_luck,Thu Feb 29 17:43:36 +0000 2024
ac bilik pon tak rasa panas sangat semenyih ni,hazirah_shidi26,Thu Feb 29 17:43:32 +0000 2024
panas bosque,INFPirate,Thu Feb 29 17:42:59 +0000 2024
kirain cacar air biasa cacar api perih panas gatel banget lebih gabisa tdr,ciiaanadd,Thu Feb 29 17:42:00 +0000 2024
tl panas bgt meanwhile pusing jawabin quiz mubeat tengah malem,nanjjaeminie,Thu Feb 29 17:40:52 +0000 2024
ga pacar an dulu sampe mei,panci_panass,Thu Feb 29 17:40:37 +0000 2024
badan panas bgt inii gaenak bgttt mana gaada obat yg diminum,gkdlukak,Thu Feb 29 17:39:53 +0000 2024
mana panas macet jauh,prilthings,Thu Feb 29 17:39:47 +0000 2024
wkwkwkwkwk panas iri lucu bgt sih jadi makin semangat manasmanasinnya nih,chxscxke,Thu Feb 29 17:39:44 +0000 2024
kerudung sekolahku yg merah dibagian kepala nya kena alas gosokan yg bawahnya jadi item sedikit kan trs mama bilang pas gosok terlalu panas trs kena bawah alas nya kena kerudung yg merah ga banyak udh mama kucekin,burrryammm,Thu Feb 29 17:39:33 +0000 2024
beli april tahun kmrn jarang bgt pake panas nya msih panas banget kaya api neraka kak,amaliadrm,Thu Feb 29 17:39:08 +0000 2024
cogil kl ga ngamuk panas dingin kak,kimsu_bak,Thu Feb 29 17:38:12 +0000 2024
selamat istirahat oll jangan tidur keadaan mata masi panas nangis pas bangun ngalahin panda matanya,inidewii06,Thu Feb 29 17:37:48 +0000 2024
jngan marah sayang nih beri kecupan panas,piyikkeren,Thu Feb 29 17:37:21 +0000 2024
selca day edisi udhan dulu nangisnya panas panasan buat konten tp gamau tag net deh,smolsnowbol,Thu Feb 29 17:35:55 +0000 2024
malam panas siang panas panas yg peluh meleleh tak bole bawa bincang ooohhh entah la labu hidup perlu diteruskan mmpu sejukkan hati kata badan dah rosak ni,jhope2kpanda,Thu Feb 29 17:35:47 +0000 2024
bikin susunan acaranya cuma karna panas acaranya diganti,codemistakee,Thu Feb 29 17:35:36 +0000 2024
coba rendem pakai air panas pake detergen nder,aaxzx95,Thu Feb 29 17:35:27 +0000 2024
waktu pindah ni laaa kemain panas bahang nya ac tak pasang,anisnadhiraa,Thu Feb 29 17:35:12 +0000 2024
bayangkan berpenampilan gothic cuaca jakarta mendukung alhasil makeup outfitmu melebur lepek terkena paparan sinar matahari sangat panas,saintvituz,Thu Feb 29 17:34:22 +0000 2024
allah panas banget ga tidurrr,arietyee,Thu Feb 29 17:34:22 +0000 2024
atap tongkrongan pedagang kaki lima tempat istirahat tuna wisma potensi kriminalitas tinggi ga atap panas keujanan kurang diminati sekian banyak masalah beliau malah ngejudge selera warga,envidrovie,Thu Feb 29 17:34:20 +0000 2024
tahan dingin ga suka panas,auamgeprek,Thu Feb 29 17:34:17 +0000 2024
pernah sahur cuma makan indomie goreng sebungkus terus minum cuma segelas pas siangnya berak sampe kali mana cuacanya pas lgi panas,y00ngirlll,Thu Feb 29 17:33:27 +0000 2024
jungsu segini kamu bilang panas jsu dingin banget jungsu gunput,Gaonification_n,Thu Feb 29 17:32:54 +0000 2024
panas mampos,chvvree,Thu Feb 29 17:32:31 +0000 2024
macam tho panas utagha angin tarak,atiraaar,Thu Feb 29 17:22:57 +0000 2024
lelap tp takleh panas lapar helppp,nurnathrah_,Thu Feb 29 17:22:53 +0000 2024
panas betul,caraa_xmxl,Thu Feb 29 17:22:23 +0000 2024
lahh suka hati la pakai macam mana kau panas apehal,amrddnahmd,Thu Feb 29 17:21:53 +0000 2024
ow ow ow panas kh maniez ak muncul terus kamu,naddeyyaa,Thu Feb 29 17:21:52 +0000 2024
sesimple nasik panas mentega jadi,jomelatte,Thu Feb 29 17:21:45 +0000 2024
panas bumi emang situ ngerti apaan,GeorgeWasintown,Thu Feb 29 17:21:11 +0000 2024
kawasan tak pokok gamaknya panas,IlliFadli,Thu Feb 29 17:21:01 +0000 2024
wey alhamdulillah yon panas mampos ni menitik2 peluh astagaaaa,Amrlamnnn,Thu Feb 29 17:19:40 +0000 2024
barusan mampir lapak prenbeki i got a shock broo panas banget isinya orang debat cuman beberapa sii tetep panaas,wecantbfreind,Thu Feb 29 17:19:35 +0000 2024
penting bukan penghantar panas,Sayaya_z,Thu Feb 29 17:19:31 +0000 2024
kopi panas dong,of_ojifahruroji,Thu Feb 29 17:19:21 +0000 2024
kalau sih perdana nge au ketemu scene se intens apa ga panas dingin,Peachypluie,Thu Feb 29 17:18:29 +0000 2024
panas tahap melecur hahha,ntshahaha,Thu Feb 29 17:18:10 +0000 2024
in jakarta jadi 2 hari omg kaget banget badan panas dingin cok,svakuya,Thu Feb 29 17:18:03 +0000 2024
mienya panas,Sekutuselatan_,Thu Feb 29 17:17:55 +0000 2024
war wer wor kai bikin panas dingin,Deesuk_,Thu Feb 29 17:17:25 +0000 2024
cynthia sang ibu kini duduk bergabung bersama si suami anaknya meja makan makanannya panas perang dingin terjadi sejak beberapa jam belakangan papa kira kamu udah gak sama edward el tanya joshua angkat bicara sembari memijat pelipisnya sendiri,vuIturests,Thu Feb 29 17:17:19 +0000 2024
ga pelukan panas dingin tuh cute banget,skehehdanldrdi,Thu Feb 29 17:12:59 +0000 2024
daerah hegar belakang gerlam yg jual minta air panas ga buat bsk pagipagi mau nyeduh mie kelas,DraftAnakUnpad,Thu Feb 29 17:12:46 +0000 2024
sudahlah pak tdk perlu membuat makin panas situasi bijaklah dlm mencuit jgn bikin gaduh kesan serang sana sini bila pola pikir balita rasanya lbh baik meninggalkan panggung politik beralih menjadi supporter bola,PribadiBales,Thu Feb 29 17:12:19 +0000 2024
hahahahaha haritu gi wedding kat bangi panas just nice walaupun terik kat perlis ni pakej angin panas sekali tu yg rasa macam duduk oven,WanNurina,Thu Feb 29 17:11:10 +0000 2024
natty kemarin diajak warung sunda gak mau katanya panas sun nya,ejiwoong,Thu Feb 29 17:11:06 +0000 2024
gilaaa kamar kost panas banget parah,black01sweet,Thu Feb 29 17:10:54 +0000 2024
22c berasa 38c panas banget banjir keringet,aleumdaeeum,Thu Feb 29 17:10:41 +0000 2024
dah macam 2 shade darker dah sejak cuaca panas ni,snathbrkw,Thu Feb 29 17:10:32 +0000 2024
japan infra lovers lupa kalo indonesia negara tropis gak semua jepang cocok diterapkan sini walkway atap jpo atap gak cocok jepang musim panas 3 bulan aja indonesia srengenge bersinar tiap hari kalo gak hujan panas panas banget,gedearga,Thu Feb 29 17:09:56 +0000 2024
salonpas apa panas gitu nyari begini soalnya koyo cabe kek ga berasa,oriigami,Thu Feb 29 17:09:43 +0000 2024
astaga panas banget njirrr,xeixeight,Thu Feb 29 17:09:32 +0000 2024
kalo banyak aktivitas panas gapapa nder coba cek gula darah puskesmas klinik,Maria_Rin43,Thu Feb 29 17:09:24 +0000 2024
merhatiin keributan jpo kurang orang perhatiin konteks iklim lokal jepang jponya ga pake atap cuaca sana lebih ekstrim tahan angin panas salju dingin jadi material cepet rusak kalo jakarta panas terik hujan badai,JVLEHA,Thu Feb 29 17:08:42 +0000 2024
pulang kerja badan remek bgt panas badan hati pikirian mandi air dingin nyalain kipas rebahan denger lagunya opick brrrrrrrr,areyginagrnd,Thu Feb 29 17:08:27 +0000 2024
nangis depan lect mixed feelings stress penat panas sakit kepala hiasan khemah terbalik waktu juri datang kena mental,lyshawho,Thu Feb 29 17:08:18 +0000 2024
wkwkwkkw gbk kalo dah jam 9 keatas panas nampol,leonheart2121,Thu Feb 29 17:07:45 +0000 2024
kwan beneran dah panas hatiku cepat selca dong manisss,hatsukoiboo,Thu Feb 29 17:07:21 +0000 2024
semarang panas bgt ngentot,hoteepy,Thu Feb 29 17:07:15 +0000 2024
memasuki harihari lempar lemparan bola panas sama auditor,Donatseceng,Thu Feb 29 17:07:06 +0000 2024
1 lauk kadang 2 lauk lunch dinner kitorang makan tak rajin nyah 2 3 kali masak masuk dapurr lelagi musim panas kt utara nii lambertt lahhh,secangkirkopee,Thu Feb 29 17:06:19 +0000 2024
dah terlelap tadi panas n nyamuk terjaga balik,everyinchoffuck,Thu Feb 29 17:06:16 +0000 2024
keluar kamar sama didalam kamar lansung beda hawa asli panas bgt bgt bgt,evrlstngsd,Thu Feb 29 17:05:52 +0000 2024
kalah hiasan khemah perbarisan rumah sukan botol air jatuh atas jalan raya waktu bawak motor literally jalan raya yg sesak mampus botol air pecah uturn ambik botol air semua traffic light kuning merah panas rabbi hm memang cukup loser harini,lyshawho,Thu Feb 29 17:05:20 +0000 2024
es biar engga panas hatinya,idzajaa63,Thu Feb 29 17:05:03 +0000 2024
panas nya wei rasa cam gi tidur kereta ac rumah tidak ada ac rumah sape ac tumpang,opheace,Thu Feb 29 17:04:59 +0000 2024
panas tak pa jangan koyak,snaim247,Thu Feb 29 17:04:40 +0000 2024
iya max soalnya bahrain panas banget alias beneran nyantuy apa kek mana sih duo prema nih,Calendula_flos7,Thu Feb 29 17:03:45 +0000 2024
semoga orangorang lu fitnah mau memaafkan lu kalo ga dimaafin semoga dosa fitnah lu lu ditempatkan neraka panas,Paper1154,Thu Feb 29 17:03:36 +0000 2024
dingin panas bikin jd ky org,melonabread,Thu Feb 29 17:03:08 +0000 2024
semoga tak kena jaga gerai allah jauh mana hala tempat panas terik plak,nrshda____,Thu Feb 29 17:02:32 +0000 2024
banyak titik panas,SangLangit01,Thu Feb 29 17:02:25 +0000 2024
hujan tp ko panas yaahh,strawntae,Thu Feb 29 17:01:52 +0000 2024
rasa macam teringin pakai jam analog cuaca panas sekarang pakai jam malas,muhdzahari,Thu Feb 29 17:01:43 +0000 2024
ngegultik mata panas ggr lu netsiraphop jamessuw,cupidhitus,Thu Feb 29 16:57:18 +0000 2024
tahan panas,bbysnghwa,Thu Feb 29 16:57:16 +0000 2024
sampe panas dingin tauuu rumah is out now,11renebae,Thu Feb 29 16:56:51 +0000 2024
wey ape ni panas mampos tidur basah macam dah mandi ni,Amrlamnnn,Thu Feb 29 16:56:34 +0000 2024
panas dingin masa,fajrinaaa03,Thu Feb 29 16:56:14 +0000 2024
mules degdegan panas dingin komplittt rumah is out now,annadny_,Thu Feb 29 16:55:56 +0000 2024
kalo skrng panas jg brarti aneh daerah km,proemag,Thu Feb 29 16:55:30 +0000 2024
baru masuk masa pemulihan sakit demam overall flu berat sejak sampe rumah cikeas badan mendadak panas flu makin parah lalu tepar 2 hari gak ngapa2in untung udah mendingan sekarang,adelz_faith,Thu Feb 29 16:55:17 +0000 2024
semoga kasusmu makin viral jadi top trending gus menjadi topik panas berlarut2 isu kau buat mengalihkan isu politik memanas,19b47d5280d1454,Thu Feb 29 16:55:12 +0000 2024
buat panas panas,Chikmremok,Thu Feb 29 16:54:37 +0000 2024
buat suka parfum manis please cobain sih wanginya bertahan 6 jam indoor jenis parfumnya edp kalau dipake diluar pake panas panasan stay kurang lebih 4 jam an,hlogwarts,Thu Feb 29 16:54:30 +0000 2024
boti suruh pasukan lu hapus semua rep gobloknya lu iya tau lu tau kalo hair powder tetep ngejokes gini ga lucu tol lu mau hapus postingan sekarang rajam lu pake batu panas bareng pasukan burung ababil hapus tot minta maaf,jo_sooji,Thu Feb 29 16:54:29 +0000 2024
panas bangett,hellhevenn,Thu Feb 29 16:54:07 +0000 2024
owen sggup cancel g game tennis sbb anak demam panas tp plak rse brsalah sgt2,Jijieapplepie,Thu Feb 29 16:54:01 +0000 2024
makin panas nyalain sendiri,sgetod,Thu Feb 29 16:53:36 +0000 2024
akuuuuuuuu panas dingin,Samirahrah,Thu Feb 29 16:53:23 +0000 2024
ga yg ngehujat idolnya loh kok yg cuma fans panas bagus loh padahal idolnya tau respect senior bukannya dipuji,23ronjwin,Thu Feb 29 16:53:22 +0000 2024
breaking segalanya mengindikasikan lucas vzquez kontraknya habis musim panas 2024 ditawari perpanjangan kontrak berdurasi satu tahun real madrid menawarkan perpanjangan kontrak juni 2025 vzquez,SeputarMadrid,Thu Feb 29 16:53:03 +0000 2024
niat manchester united menyetujui kesepakatan newcastle membuat ashworth memulai perannya musim panas,fanssunited30,Thu Feb 29 16:52:57 +0000 2024
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,daridareenyaa,Thu Feb 29 16:52:54 +0000 2024
panas nya,sheratalif,Thu Feb 29 16:52:44 +0000 2024
udh menyerah lho klo mau protes soal pragi aplgi yg lgi hot news penyerahan bintang 4 utk ah udah pokoknya udh capek komen sebenernya panas postingan lama pak anies om tom pendikung y bahkan akun pendukung 03 kena hate wordnya si agung 02,Aliensa10,Thu Feb 29 16:52:15 +0000 2024
peluang nyata raphal varane meninggalkan manchester united pemain bebas transfer musim panas,fanssunited30,Thu Feb 29 16:52:09 +0000 2024
member panas,urfavmochi_,Thu Feb 29 16:52:02 +0000 2024
pendek dulu otak panas buat mikir,pawlovecia,Thu Feb 29 16:51:41 +0000 2024
panas betul ek malam ni,NajmiHaikal_,Thu Feb 29 16:51:35 +0000 2024
semua beku ak goreng diminyak panas jd rada item,dafka,Thu Feb 29 16:51:32 +0000 2024
udah tau mg terkenal sama muggles topik speak up gitu jadi sasaran empuk haters buat manas manasin kalau keliatan jelas akun muggle ignore aja tolong si haters ga gubris repqrt dibales biar makin panas,dulcetune,Thu Feb 29 16:51:17 +0000 2024
e soalnya muka kalo kena panas langsung merah jd kudu ss,oyinkedua,Thu Feb 29 16:51:14 +0000 2024
sini mang panas jungsu malem we panas,Skysketch5,Thu Feb 29 16:50:35 +0000 2024
bangsat tangan panas bgt,biutterflyy,Thu Feb 29 16:48:29 +0000 2024
sedap waktu panas je,sadplushappy_,Thu Feb 29 16:47:56 +0000 2024
sana musim panas cuman 3 bulan aja bandingin sama jpo singapore dong,limkage,Thu Feb 29 16:47:50 +0000 2024
kalau bantalku panas bantalmu mendidih,Jueffrey,Thu Feb 29 16:47:45 +0000 2024
kebalik bgt sama jogja yg biasa panas udaranya skg hujan dinginnn,Yoursweetsugarr,Thu Feb 29 16:47:20 +0000 2024
pengen minum cokelat panas,bengongi,Thu Feb 29 16:46:57 +0000 2024
kau masuk je panas panas kena tinggal,aasrafradzi,Thu Feb 29 16:46:38 +0000 2024
lu doain lu malam bantal lu panas mimpi d kejr megalodonpantat kelp kelip heran dy yg tanya dy yg cepu,nmnxx1323,Thu Feb 29 16:46:32 +0000 2024
kalo hidung udah mulai panas tandanya mau keluar cairan warna merah,fiarchn,Thu Feb 29 16:46:19 +0000 2024
last week cuti 4 hari balik kampung kalau balik kedah memang hari kena shampoo rambut panas mampos malas la hair moisturiser kali shampoo so hari 3 tu skip moisturiser rambut gugur teruk bila skip moisturiser,NadyraaJafri,Thu Feb 29 16:46:07 +0000 2024
yhhh memang cu sini mah panas bener,akuantimleyot,Thu Feb 29 16:45:56 +0000 2024
allah adegan panas taynew lewat muluuu gak tidur ac sedingin aja bikin gerah njirrr,adultkittiporn_,Thu Feb 29 16:45:08 +0000 2024
pulang malam seharian kerja shower air panas solusinya segar,muhamadrizal41,Thu Feb 29 16:44:10 +0000 2024
china china china ahox china china china mau apa lu hah suka suka lah mau ngomong china apa panas lu fir,HeryaniLisa,Thu Feb 29 16:44:09 +0000 2024
gelap kasih lampu mikir kasih solusi pfft knp bawa2 almamater panas,auzaanf,Thu Feb 29 16:43:46 +0000 2024
gak panas natlan pake baju segitu banyak layer,kanavnee,Thu Feb 29 16:36:31 +0000 2024
allah cuaca nya panas muka merah nyah cam oing2,jzlaikha,Thu Feb 29 16:36:29 +0000 2024
siang panas dingin bukan siang aja emg sering kayak gini perlu konsultasi dokter soalnya sering bgt kayak gini gak nyaman buat,Trashbeomgyu,Thu Feb 29 16:35:59 +0000 2024
penat otaaakkkk,aliahsyfqhh,Thu Feb 29 16:35:58 +0000 2024
surga kamu duniawi kamu mati yg ku mau cuma sama kamu surga kamu duniaku penuh kamu bikin mesra tubuh panas hati dingin aduh aduh,thefatimong,Thu Feb 29 16:35:53 +0000 2024
begitulah kehidupan menyimpan pulun disangka panas berpanjangan rupanyanya gerimis tiba kalau ditakdirkan bukan rezeki ditakdirkan dugaan redha aje ye semoga baik2,mustaqimyahaya_,Thu Feb 29 16:35:43 +0000 2024
